Timestamp,Car Selection,Tesla,Version,Year,Origin,Wheels,Delivered,Battery,CapacityNetNew,"Form
Factor",Chemistry,Date,Age,Odometer,RatedRange,CapacityNetNow,Cycles,Degradation,DegradationPerMonth,DegradationPerCycle,Daily SOC Limit,DC Ratio,Battery Pack,Part Number,Energy Monitor,CC Check,WarrantyTime,WarrantyMileage,WarrantyDegradation,Result vs fleet data,DegradationPerKm,0.52,0.48,SUM
03.02.2024 16:07:34,Standard Range 2021 / RWD / WLTP 448km / E6CR,Model 3,Standard Range,2021,China,"18""",28.04.2021,CATL 6C,"55,2 kWh",Prismatic,LFP,31.01.2024,33 Months,39000 km,400 km,"51,2 kWh",168,"7,2%","0,22%","0,04%",,,,,,,0.35,0.24,0.24,"-0,7% compared to average","0,0002%","4,20%","2,30%","6,50%"
03.02.2024 17:32:29,Standard Range 2023 / RWD / WLTP 455km / Y6LR,Model Y,Standard Range,2023,China,"19""",04.08.2023,CATL 6L(Y),"61,7 kWh",Prismatic,LFP,03.02.2024,6 Months,11917 km,418 km,"59,6 kWh",45,"0,0%",,,,,,,,,0.06,0.07,0,,,#N/A,"0,81%",
03.02.2024 17:52:11,Long Range 2021 / AWD / WLTP 614km / E3LD,Model 3,Long Range,2021,USA,"19""",01.05.2021,Panasonic 3L,"82,0 kWh",2170,NCA,03.02.2024,33 Months,44382 km,554 km,"75,9 kWh",136,"7,4%","0,22%","0,05%",,,,,,,0.35,0.23,0.25,"1,0% compared to average","0,0002%","5,25%","3,22%","8,48%"
03.02.2024 18:05:46,Long Range 2021 / AWD / WLTP 580km / E5CD,Model 3,Long Range,2021,China,"18""",30.09.2021,LG Chem 5C,"75,9 kWh",2170,NMC,03.06.2022,8 Months,5737 km,538 km,"73,7 kWh",19,"2,9%",,,0.5,0.25,Original,,"73,7 kWh","0,0",0.08,0.03,0.1,"-1,5% compared to average",,"1,05%","0,29%","1,34%"
03.02.2024 18:12:16,Long Range 2021 / AWD / WLTP 580km / E5CD,Model 3,Long Range,2021,China,"18""",30.09.2021,LG Chem 5C,"75,9 kWh",2170,NMC,26.08.2022,11 Months,8038 km,535 km,"73,3 kWh",26,"3,4%",,,0.5,0.25,Original,,"73,4 kWh","-0,1",0.11,0.04,0.11,"-1,6% compared to average",,"1,41%","0,41%","1,82%"
03.02.2024 18:31:15,Long Range 2021 / AWD / WLTP 580km / E5CD,Model 3,Long Range,2021,China,"18""",30.09.2021,LG Chem 5C,"75,9 kWh",2170,NMC,17.08.2023,23 Months,15180 km,534 km,"73,2 kWh",49,"3,6%",,,0.5,0.25,Original,,"73,0 kWh","0,2",0.24,0.08,0.12,"0,1% compared to average",,"2,92%","0,77%","3,69%"
03.02.2024 18:31:33,Standard Range 2021 / RWD / WLTP 448km / E6CR,Model 3,Standard Range,2021,China,"18""",17.08.2021,CATL 6C,"55,2 kWh",Prismatic,LFP,17.01.2024,29 Months,56156 km,402 km,"51,5 kWh",241,"6,8%","0,23%","0,03%",0.6,0.25,Original,,,,0.3,0.35,0.23,"0,2% compared to average","0,0001%","3,68%","3,31%","6,99%"
03.02.2024 18:36:56,Long Range 2021 / AWD / WLTP 580km / E5CD,Model 3,Long Range,2021,China,"18""",30.09.2021,LG Chem 5C,"75,9 kWh",2170,NMC,28.10.2023,25 Months,17683 km,529 km,"72,5 kWh",58,"4,5%","0,18%",,,,,,,,0.26,0.09,0.15,"-0,4% compared to average",,"3,23%","0,90%","4,12%"
04.02.2024 09:37:45,Standard Range 2023 / RWD / WLTP 455km / Y6LR,Model Y,Standard Range,2023,China,"19""",26.11.2022,CATL 6L(Y),"61,7 kWh",Prismatic,LFP,04.02.2024,14 Months,17798 km,409 km,"58,3 kWh",68,"5,5%",,,1,0.25,Original,,,,0.15,0.11,0.18,,,#N/A,"1,21%",
04.02.2024 10:48:35,Standard Range 2023 / RWD / WLTP 455km / Y7CR,Model Y,Standard Range,2023,Germany,"19""",29.06.2023,BYD Blade 7C,"60,0 kWh",Prismatic,LFP,03.02.2024,7 Months,8546 km,406 km,"57,9 kWh",33,"3,6%",,,0.7,0.5,Original,,,,0.08,0.05,0.12,,,#N/A,#N/A,
04.02.2024 13:03:00,Standard Range 2023 / RWD / WLTP 455km / Y7CR,Model Y,Standard Range,2023,Germany,"19""",22.06.2023,BYD Blade 7C,"60,0 kWh",Prismatic,LFP,04.02.2024,7 Months,11181 km,407 km,"58,0 kWh",43,"3,3%",,,0.8,0.25,Original,,,,0.08,0.07,0.11,,,#N/A,#N/A,
04.02.2024 13:04:25,Standard Range 2022 / RWD / WLTP 491km / E6LR,Model 3,Standard Range,2022,China,"18""",13.09.2022,CATL 6L,"61,7 kWh",Prismatic,LFP,11.01.2024,16 Months,17701 km,423 km,"58,4 kWh",66,"5,4%",,,0.8,0.25,Original,,"58,3 kWh","0,0",0.17,0.11,0.18,"-1,9% compared to average",,"2,31%","1,16%","3,47%"
05.02.2024 06:17:02,Standard Range 2022 / RWD / WLTP 491km / E6LR,Model 3,Standard Range,2022,China,"18""",15.09.2022,CATL 6L,"61,7 kWh",Prismatic,LFP,05.02.2024,17 Months,41700 km,418 km,"57,7 kWh",156,"6,5%",,"0,04%",,,,,,,0.17,0.26,0.22,"-1,4% compared to average","0,0002%","2,42%","2,73%","5,14%"
05.02.2024 12:00:19,Standard Range 2023 / RWD / WLTP 455km / Y7CR,Model Y,Standard Range,2023,Germany,"19""",23.06.2023,BYD Blade 7C,"60,0 kWh",Prismatic,LFP,02.02.2024,7 Months,11100 km,404 km,"57,6 kWh",43,"4,1%",,,1,0,Original,,"57,5 kWh","0,0",0.08,0.07,0.14,,,#N/A,#N/A,
06.02.2024 00:36:42,Long Range 2023-2024 / AWD / EPA 333 Miles,Model 3,Long Range,,USA,"18""",10.08.2023,LG Chem 5L,"79,5 kWh",2170,NMC,03.02.2024,6 Months,9945 km,532 km,"78,2 kWh",31,"1,6%",,,,,,,,,0.06,0.05,0.05,"-0,4% compared to average",,"0,77%","0,51%","1,28%"
06.02.2024 08:23:01,Standard Range 2023 / RWD / WLTP 491km / E6LR,Model 3,Standard Range,2023,China,"18""",24.06.2023,CATL 6L,"61,7 kWh",Prismatic,LFP,06.02.2024,7 Months,16231 km,428 km,"59,1 kWh",60,"4,3%",,,0.8,0,Original,,,,0.08,0.1,0.14,"-2,1% compared to average",,"1,08%","1,06%","2,14%"
06.02.2024 09:02:22,Long Range 2024 / AWD / WLTP 533km / Y5LD,Model Y,Long Range,2024,Germany,"19""",11.11.2023,LG Chem 5L,"79,5 kWh",2170,NMC,06.02.2024,3 Months,4170 km,529 km,"78,6 kWh",14,"1,2%",,,0.8,,Original,,,,0.03,0.02,0.04,"-0,6% compared to average",,"0,38%","0,21%","0,59%"
06.02.2024 18:34:40,Long Range 2021 / AWD / WLTP 614km / E3LD,Model 3,Long Range,2021,USA,"18""",01.05.2021,Panasonic 3L,"82,0 kWh",2170,NCA,01.02.2024,33 Months,39000 km,575 km,"78,8 kWh",117,"3,9%","0,12%","0,03%",0.6,,Original,,,,0.34,0.2,0.13,"4,1% compared to average","0,0001%","5,24%","2,83%","8,08%"
07.02.2024 11:46:43,Long Range 2024 / AWD / WLTP 629km / H5LD,Model 3,Long Range,2024,China,"18""",07.12.2023,LG Chem 5L,"79,5 kWh",2170,NMC,07.12.2023,0 Months,0 km,550 km,"78,9 kWh",0,"0,7%",,,,,,,,,0,0,0.02,"-0,7% compared to average",,"0,00%","0,00%","0,00%"
07.02.2024 11:49:42,Long Range 2024 / AWD / WLTP 629km / H5LD,Model 3,Long Range,2024,China,"18""",07.12.2023,LG Chem 5L,"79,5 kWh",2170,NMC,07.02.2024,2 Months,5000 km,547 km,"78,5 kWh",0,"1,3%",,,,,,,,,0.02,0.03,0.04,"-0,7% compared to average",,"0,27%","0,26%","0,53%"
07.02.2024 13:00:44,Long Range 2021 / AWD / WLTP 614km / E5LD,Model 3,Long Range,2021,China,"18""",22.12.2021,LG Chem 5L,"79,5 kWh",2170,NMC,03.02.2024,25 Months,70000 km,541 km,"74,1 kWh",220,"6,8%","0,27%","0,03%",0.7,0.25,Original,,"74,1 kWh","0,0",0.26,0.36,0.23,"0,2% compared to average","0,0001%","3,33%","3,59%","6,92%"
07.02.2024 13:33:46,Long Range 2023 / AWD / WLTP 533km / Y5LD,Model Y,Long Range,2023,Germany,"19""",21.08.2023,LG Chem 5L,"79,5 kWh",2170,NMC,07.02.2024,6 Months,10500 km,525 km,"78,0 kWh",35,"1,9%",,,,,,,,,0.06,0.05,0.06,"-0,7% compared to average",,"0,74%","0,54%","1,27%"
07.02.2024 13:44:39,Standard Range 2023 / RWD / WLTP 455km / Y7CR,Model Y,Standard Range,2023,Germany,"20""",15.06.2023,BYD Blade 7C,"60,0 kWh",Prismatic,LFP,07.02.2024,8 Months,13493 km,379 km,"58,0 kWh",52,"3,4%",,,1,0.25,Original,,"57,9 kWh","0,1",0.08,0.08,0.11,,,#N/A,#N/A,
07.02.2024 18:01:11,Long Range 2021 / AWD / WLTP 580km / E5CD,Model 3,Long Range,2021,China,"18""",30.09.2021,LG Chem 5C,"75,9 kWh",2170,NMC,06.02.2024,28 Months,20250 km,529 km,"72,5 kWh",66,"4,5%","0,16%",,0.5,0.25,Original,,"72,2 kWh","0,3",0.29,0.11,0.15,"0,2% compared to average",,"3,66%","1,03%","4,68%"
07.02.2024 20:52:13,Long Range 2022 / AWD / WLTP 533km / Y5LD,Model Y,Long Range,2022,China,"19""",09.09.2022,LG Chem 5L,"79,5 kWh",2170,NMC,07.02.2024,17 Months,47651 km,497 km,"73,8 kWh",161,"7,2%",,"0,04%",,,,,,,0.18,0.25,0.24,"-2,5% compared to average","0,0002%","2,23%","2,44%","4,67%"
07.02.2024 22:01:24,Long Range 2019 / RWD / WLTP 600km / E3R,Model 3,Long Range,2019,USA,"18""",12.06.2019,Panasonic 3,"78,5 kWh",2170,NCA,07.02.2024,56 Months,106000 km,450 km,"65,5 kWh",360,"16,6%","0,30%","0,05%",,,,,,,0.58,0.55,0.55,"-5,4% compared to average","0,0002%","6,10%","5,09%","11,19%"
08.02.2024 08:19:09,Standard Range 2023 / RWD / WLTP 455km / Y7CR,Model Y,Standard Range,2023,Germany,"19""",30.11.2023,BYD Blade 7C,"60,0 kWh",Prismatic,LFP,02.02.2024,2 Months,4250 km,415 km,"59,1 kWh",16,"1,4%",,,,,,,,,0.02,0.03,0.05,,,#N/A,#N/A,
08.02.2024 12:28:24,Standard Range 2023 / RWD / WLTP 491km / E6LR,Model 3,Standard Range,2023,China,"18""",28.07.2023,CATL 6L,"61,7 kWh",Prismatic,LFP,08.02.2024,6 Months,7680 km,428 km,"59,1 kWh",28,"4,3%",,,0.8,0.5,Original,,,,0.07,0.05,0.14,"-2,8% compared to average",,"0,93%","0,50%","1,43%"
08.02.2024 16:29:12,Standard Range 2023 / RWD / WLTP 491km / E6LR,Model 3,Standard Range,2023,China,"18""",17.07.2023,CATL 6L,"61,7 kWh",Prismatic,LFP,05.02.2024,7 Months,19268 km,433 km,"59,8 kWh",71,"3,2%",,,1,0.25,Original,,"59,3 kWh","0,5",0.07,0.12,0.11,"-0,9% compared to average",,"0,97%","1,26%","2,23%"
10.02.2024 18:27:38,Long Range 2022 / AWD / WLTP 602km / E5LD,Model 3,Long Range,2022,China,"19""",07.09.2022,LG Chem 5L,"79,5 kWh",2170,NMC,26.11.2023,15 Months,20679 km,562 km,"77,0 kWh",64,"3,2%",,,0.8,0.25,Original,,,,0.15,0.11,0.11,"-0,2% compared to average",,"1,92%","1,06%","2,98%"
10.02.2024 20:04:22,Standard Range 2023 / RWD / WLTP 491km / E6LR,Model 3,Standard Range,2023,China,"18""",17.12.2022,CATL 6L,"61,7 kWh",Prismatic,LFP,10.02.2024,14 Months,27444 km,424 km,"58,5 kWh",102,"5,2%",,,0.7,0.25,Original,,"58,6 kWh","-0,1",0.14,0.17,0.17,"-1,4% compared to average",,"2,00%","1,79%","3,79%"
11.02.2024 01:04:08,Long Range 2023 / RWD / WLTP 638km / E5LR,Model 3,Long Range,2023,China,"18""",28.08.2023,LG Chem 5L,"79,5 kWh",2170,NMC,26.01.2024,5 Months,15000 km,552 km,"78,9 kWh",42,"0,7%",,,,,,,,,0.05,0.08,0.02,"0,7% compared to average",,"0,65%","0,77%","1,42%"
11.02.2024 09:09:20,Standard Range 2023 / RWD / WLTP 455km / Y6LR,Model Y,Standard Range,2023,China,"21""",15.11.2022,CATL 6L(Y),"61,7 kWh",Prismatic,LFP,09.01.2024,14 Months,52000 km,382 km,"58,4 kWh",197,"5,3%",,"0,03%",0.9,0,Original,,,,0.14,0.33,0.18,,"0,0001%",#N/A,"3,53%",
11.02.2024 10:51:03,Long Range 2021 / AWD / WLTP 580km / E5D,Model 3,Long Range,2021,USA,"19""",31.03.2021,LG Chem 5C,"75,9 kWh",2170,NMC,11.02.2024,34 Months,138000 km,502 km,"68,8 kWh",462,"9,4%","0,27%","0,02%",,,,,,,0.36,0.72,0.31,"2,1% compared to average","0,0001%","4,46%","6,99%","11,45%"
11.02.2024 16:39:55,Standard Range 2021 / RWD / WLTP 448km / E6CR,Model 3,Standard Range,2021,China,"18""",01.06.2021,CATL 6C,"55,2 kWh",Prismatic,LFP,11.02.2024,32 Months,37070 km,399 km,"51,1 kWh",160,"7,5%","0,23%","0,05%",,,,,,,0.34,0.23,0.25,"-1,2% compared to average","0,0002%","4,11%","2,18%","6,29%"
11.02.2024 18:24:26,Standard Range 2023 / RWD / WLTP 455km / Y6LR,Model Y,Standard Range,2023,China,"19""",28.09.2023,CATL 6L(Y),"61,7 kWh",Prismatic,LFP,10.02.2024,4 Months,9465 km,418 km,"59,6 kWh",36,"0,0%",,,,,,,,,0.05,0.06,0,,,#N/A,"0,64%",
12.02.2024 05:16:08,Standard Range 2022 / RWD / WLTP 491km / E6LR,Model 3,Standard Range,2022,China,"18""",15.09.2022,CATL 6L,"61,7 kWh",Prismatic,LFP,12.02.2024,17 Months,42200 km,422 km,"58,2 kWh",157,"5,6%",,"0,04%",,,,,,,0.18,0.26,0.19,"-0,4% compared to average","0,0001%","2,45%","2,76%","5,21%"
12.02.2024 07:05:46,Standard Range 2023 / RWD / WLTP 455km / Y7CR,Model Y,Standard Range,2023,Germany,"19""",13.12.2023,BYD Blade 7C,"60,0 kWh",Prismatic,LFP,10.02.2024,2 Months,4323 km,415 km,"59,1 kWh",17,"1,4%",,,,,,,,,0.02,0.03,0.05,,,#N/A,#N/A,
12.02.2024 08:47:02,Standard Range 2023 / RWD / WLTP 455km / Y7CR,Model Y,Standard Range,2023,Germany,"19""",28.09.2023,BYD Blade 7C,"60,0 kWh",Prismatic,LFP,12.02.2024,5 Months,9609 km,408 km,"58,1 kWh",37,"3,1%",,,,,,,,,0.05,0.06,0.1,,,#N/A,#N/A,
12.02.2024 10:07:59,Standard Range 2021 / RWD / WLTP 448km / E6CR,Model 3,Standard Range,2021,China,"18""",21.09.2021,CATL 6C,"55,2 kWh",Prismatic,LFP,12.02.2024,29 Months,56885 km,401 km,"51,3 kWh",245,"7,0%","0,24%","0,03%",1,0.25,Original,,"51,1 kWh","0,3",0.3,0.36,0.23,"0,0% compared to average","0,0001%","3,64%","3,35%","6,99%"
12.02.2024 11:40:47,Performance 2023 / AWD / WLTP 547km / E5LD,Model 3,Performance,2023,China,"20""",30.08.2022,LG Chem 5L,"79,5 kWh",2170,NMC,11.02.2024,17 Months,9269 km,492 km,"78,0 kWh",32,"1,9%",,,0.8,0.5,Original,,"77,8 kWh","0,2",0.18,0.05,0.06,"0,9% compared to average",,"2,29%","0,48%","2,76%"
12.02.2024 23:26:47,Performance 2023 / AWD / WLTP 547km / E5LD,Model 3,Performance,2023,China,"20""",10.11.2022,LG Chem 5L,"79,5 kWh",2170,NMC,06.02.2024,15 Months,38000 km,478 km,"75,8 kWh",134,"4,7%",,"0,03%",,,,,,,0.16,0.2,0.16,"-0,8% compared to average","0,0001%","1,95%","1,95%","3,90%"
13.02.2024 09:43:13,Standard Range 2021 / RWD / WLTP 448km / E1LR,Model 3,Standard Range,2021,USA,"18""",26.03.2021,Panasonic 1L,"55,4 kWh",2170,NCA,20.01.2024,34 Months,34213 km,405 km,"51,8 kWh",146,"6,4%","0,19%","0,04%",0.7,0.25,Original,,,,0.35,0.21,0.21,"1,8% compared to average","0,0002%","5,29%","2,94%","8,23%"
13.02.2024 09:54:35,Performance 2023 / AWD / WLTP 514km / Y5LD,Model Y,Performance,2023,Germany,"21""",20.06.2023,LG Chem 5L,"79,5 kWh",2170,NMC,04.02.2024,8 Months,10744 km,468 km,"77,2 kWh",40,"2,9%",,,0.8,0.75,Original,,,,0.08,0.06,0.1,"-1,3% compared to average",,"0,99%","0,55%","1,54%"
13.02.2024 10:27:50,Standard Range 2023 / RWD / WLTP 491km / E6LR,Model 3,Standard Range,2023,China,"18""",28.07.2023,CATL 6L,"61,7 kWh",Prismatic,LFP,12.02.2024,7 Months,7813 km,429 km,"59,2 kWh",29,"4,0%",,,0.8,0.5,Original,,"59,0 kWh","0,2",0.07,0.05,0.13,"-2,6% compared to average",,"0,95%","0,51%","1,46%"
13.02.2024 14:11:10,Standard Range 2023 / RWD / WLTP 455km / Y7CR,Model Y,Standard Range,2023,Germany,"19""",30.11.2023,BYD Blade 7C,"60,0 kWh",Prismatic,LFP,09.02.2024,2 Months,3500 km,415 km,"59,1 kWh",13,"1,4%",,,,,,,,,0.02,0.02,0.05,,,#N/A,#N/A,
13.02.2024 17:45:39,Standard Range 2023 / RWD / WLTP 455km / Y7CR,Model Y,Standard Range,2023,Germany,"19""",26.05.2023,BYD Blade 7C,"60,0 kWh",Prismatic,LFP,13.02.2024,9 Months,16231 km,403 km,"57,4 kWh",63,"4,3%",,,0.9,0.75,Original,,"57,4 kWh","0,0",0.09,0.1,0.14,,,#N/A,#N/A,
13.02.2024 19:39:59,Standard Range 2020 / RWD / WLTP 440km / E6R,Model 3,Standard Range,2020,China,"18""",15.12.2020,CATL 6C,"55,2 kWh",Prismatic,LFP,13.02.2024,38 Months,52500 km,382 km,"50,8 kWh",227,"8,0%","0,21%","0,04%",0.9,0.5,Original,,,,0.4,0.33,0.27,"-0,1% compared to average","0,0002%","4,81%","3,09%","7,91%"
14.02.2024 10:44:12,Long Range 2022 / AWD / WLTP 533km / Y5LD,Model Y,Long Range,2022,China,"19""",14.06.2022,LG Chem 5L,"79,5 kWh",2170,NMC,13.02.2024,20 Months,36120 km,513 km,"76,2 kWh",120,"4,2%",,"0,03%",0.8,0.75,Original,,,,0.21,0.19,0.14,"0,3% compared to average","0,0001%","2,63%","1,85%","4,48%"
14.02.2024 11:55:47,Performance 2023 / AWD / WLTP 547km / E5LD,Model 3,Performance,2023,China,"18""",21.06.2023,LG Chem 5L,"79,5 kWh",2170,NMC,26.12.2023,6 Months,12321 km,492 km,"78,0 kWh",43,"1,9%",,,,,,,,,0.06,0.06,0.06,"-0,5% compared to average",,"0,81%","0,63%","1,45%"
14.02.2024 15:47:33,Long Range 2021 / AWD / WLTP 580km / E5D,Model 3,Long Range,2021,USA,"18""",22.03.2021,LG Chem 5C,"75,9 kWh",2170,NMC,14.02.2024,35 Months,111500 km,499 km,"68,4 kWh",374,"9,9%","0,29%","0,03%",,,,,,,0.36,0.58,0.33,"0,2% compared to average","0,0001%","4,51%","5,65%","10,16%"
14.02.2024 16:13:44,Long Range 2022 / AWD / WLTP 602km / E5LD,Model 3,Long Range,2022,China,"18""",15.08.2022,LG Chem 5L,"79,5 kWh",2170,NMC,28.01.2024,17 Months,43887 km,564 km,"77,3 kWh",135,"2,8%",,"0,02%",,,,,,,0.18,0.23,0.09,"1,7% compared to average","0,0001%","2,29%","2,25%","4,54%"
14.02.2024 17:23:39,Long Range 2021 / AWD / WLTP 614km / E3LD,Model 3,Long Range,2021,USA,"18""",12.06.2021,Panasonic 3L,"82,0 kWh",2170,NCA,10.02.2024,32 Months,29980 km,569 km,"78,0 kWh",91,"4,9%","0,15%",,,,,,,,0.33,0.16,0.16,"2,3% compared to average",,"5,07%","2,18%","7,25%"
14.02.2024 19:58:15,Long Range 2021 / AWD / WLTP 614km / E3LD,Model 3,Long Range,2021,USA,"18""",11.06.2021,Panasonic 3L,"82,0 kWh",2170,NCA,10.02.2024,32 Months,83928 km,558 km,"76,4 kWh",256,"6,8%","0,21%","0,03%",,,,,,,0.33,0.44,0.23,"4,4% compared to average","0,0001%","5,08%","6,10%","11,17%"
14.02.2024 20:54:18,Standard Range 2021 / RWD / WLTP 448km / E6CR,Model 3,Standard Range,2021,China,"18""",14.02.2022,CATL 6C,"55,2 kWh",Prismatic,LFP,14.02.2024,24 Months,37000 km,416 km,"53,2 kWh",156,"3,5%","0,15%","0,02%",1,0.25,Original,,,,0.25,0.23,0.12,"1,7% compared to average","0,0001%","3,04%","2,18%","5,22%"
16.02.2024 06:19:45,Long Range 2021 / AWD / WLTP 507km / Y5CD,Model Y,Long Range,2021,China,"20""",08.09.2021,LG Chem 5C,"75,9 kWh",2170,NMC,16.02.2024,29 Months,65805 km,471 km,"69,9 kWh",234,"7,8%","0,27%","0,03%",,,,,,,0.31,0.34,0.26,"-0,7% compared to average","0,0001%","3,80%","3,33%","7,13%"
16.02.2024 09:52:46,Standard Range 2021 / RWD / WLTP 448km / E6CR,Model 3,Standard Range,2021,China,"18""",07.06.2021,CATL 6C,"55,2 kWh",Prismatic,LFP,15.02.2024,32 Months,66700 km,399 km,"51,1 kWh",288,"7,5%","0,23%","0,03%",0.9,0.25,Original,,,,0.34,0.42,0.25,"0,5% compared to average","0,0001%","4,10%","3,93%","8,03%"
16.02.2024 11:25:09,Standard Range 2023 / RWD / WLTP 455km / Y7CR,Model Y,Standard Range,2023,Germany,"20""",15.06.2023,BYD Blade 7C,"60,0 kWh",Prismatic,LFP,16.02.2024,8 Months,13838 km,379 km,"58,0 kWh",53,"3,4%",,,1,0.25,Original,,"57,8 kWh","0,2",0.08,0.09,0.11,,,#N/A,#N/A,
16.02.2024 12:19:41,Long Range 2022 / AWD / WLTP 533km / Y5LD,Model Y,Long Range,2022,China,"19""",26.09.2022,LG Chem 5L,"79,5 kWh",2170,NMC,15.02.2024,17 Months,68357 km,500 km,"74,3 kWh",231,"6,6%",,"0,03%",,,,,,,0.17,0.36,0.22,"-0,9% compared to average","0,0001%","2,19%","3,51%","5,69%"
16.02.2024 13:23:06,Long Range 2022 / AWD / WLTP 533km / Y5LD,Model Y,Long Range,2022,China,"19""",08.09.2022,LG Chem 5L,"79,5 kWh",2170,NMC,16.02.2024,17 Months,48501 km,500 km,"74,3 kWh",164,"6,6%",,"0,04%",,,,,,,0.18,0.25,0.22,"-1,8% compared to average","0,0001%","2,27%","2,49%","4,76%"
16.02.2024 21:10:00,Standard Range 2022 / RWD / WLTP 491km / E6LR,Model 3,Standard Range,2022,China,"18""",10.11.2022,CATL 6L,"61,7 kWh",Prismatic,LFP,16.02.2024,15 Months,25959 km,421 km,"58,1 kWh",97,"5,8%",,,,,,,,,0.16,0.16,0.19,"-1,9% compared to average",,"2,20%","1,70%","3,90%"
17.02.2024 10:30:40,Long Range 2019 / AWD / WLTP 560km / E3D,Model 3,Long Range,2019,USA,"18""",27.02.2019,Panasonic 3,"78,5 kWh",2170,NCA,17.02.2024,60 Months,214825 km,435 km,"66,3 kWh",744,"15,5%","0,26%","0,02%",0.9,0.25,Original,,,,0.62,1.12,0.52,"1,3% compared to average","0,0001%","6,52%","10,31%","16,82%"
17.02.2024 11:55:47,Standard Range 2020 / RWD / WLTP 440km / E6R,Model 3,Standard Range,2020,China,"18""",12.12.2020,CATL 6C,"55,2 kWh",Prismatic,LFP,15.02.2024,38 Months,48500 km,379 km,"50,4 kWh",211,"8,7%","0,23%","0,04%",,,,,,,0.4,0.3,0.29,"-1,0% compared to average","0,0002%","4,83%","2,86%","7,69%"
17.02.2024 12:26:50,Long Range 2019 / AWD / WLTP 560km / E3D,Model 3,Long Range,2019,USA,"18""",12.06.2019,Panasonic 3,"78,5 kWh",2170,NCA,16.02.2024,56 Months,57676 km,469 km,"71,5 kWh",193,"8,9%","0,16%","0,05%",0.9,0,Original,,,,0.59,0.3,0.3,"0,0% compared to average","0,0002%","6,14%","2,77%","8,90%"
17.02.2024 13:50:24,Plaid (Palladium Refresh) / WLTP 600km,Model S,Plaid,,,"21""",30.06.2023,Panasonic b1,"99,4 kWh",18560,NCA,14.02.2024,8 Months,14440 km,560 km,"96,0 kWh",43,"3,4%",,,0.5,0.25,Original,,"97,1 kWh","-1,1",0.08,0.06,0.11,,,#N/A,"0,87%",
17.02.2024 18:19:12,Performance 2022 / AWD / WLTP 514km / Y5LD,Model Y,Performance,2022,Germany,"21""",01.07.2022,LG Chem 5L,"79,5 kWh",2170,NMC,17.02.2024,20 Months,30246 km,462 km,"76,2 kWh",113,"4,1%",,"0,04%",0.6,0.25,Original,,"76,0 kWh","0,2",0.2,0.16,0.14,"0,0% compared to average","0,0001%","2,57%","1,55%","4,12%"
17.02.2024 22:58:34,Standard Range 2023 / RWD / WLTP 455km / Y7CR,Model Y,Standard Range,2023,Germany,"19""",20.09.2023,BYD Blade 7C,"60,0 kWh",Prismatic,LFP,17.02.2024,5 Months,7176 km,408 km,"58,1 kWh",28,"3,1%",,,,,,,,,0.05,0.04,0.1,,,#N/A,#N/A,
18.02.2024 08:45:50,Long Range 2019 / AWD / WLTP 560km / E3D,Model 3,Long Range,2019,USA,"19""",02.02.2019,Panasonic 3,"78,5 kWh",2170,NCA,02.02.2024,60 Months,102000 km,465 km,"70,9 kWh",342,"9,7%","0,16%","0,03%",,,,,,,0.63,0.53,0.32,"1,8% compared to average","0,0001%","6,55%","4,89%","11,45%"
18.02.2024 10:20:02,Standard Range 2023 / RWD / WLTP 455km / Y7CR,Model Y,Standard Range,2023,Germany,"19""",30.06.2023,BYD Blade 7C,"60,0 kWh",Prismatic,LFP,17.02.2024,8 Months,8405 km,407 km,"58,0 kWh",32,"3,3%",,,,,,,,,0.08,0.05,0.11,,,#N/A,#N/A,
18.02.2024 11:40:45,Standard Range 2022 / RWD / WLTP 491km / E6LR,Model 3,Standard Range,2022,China,"18""",18.10.2022,CATL 6L,"61,7 kWh",Prismatic,LFP,18.02.2024,16 Months,9640 km,424 km,"58,5 kWh",36,"5,2%",,,1,0.5,Original,,"58,5 kWh","0,0",0.17,0.06,0.17,"-2,2% compared to average",,"2,32%","0,63%","2,95%"
18.02.2024 13:12:36,Standard Range 2023 / RWD / WLTP 455km / Y7CR,Model Y,Standard Range,2023,Germany,"19""",25.08.2023,BYD Blade 7C,"60,0 kWh",Prismatic,LFP,18.02.2024,6 Months,6442 km,411 km,"58,6 kWh",25,"2,4%",,,,,,,,,0.06,0.04,0.08,,,#N/A,#N/A,
18.02.2024 15:41:38,Standard Range 2021 / RWD / WLTP 448km / E6CR,Model 3,Standard Range,2021,China,"18""",18.06.2021,CATL 6C,"55,2 kWh",Prismatic,LFP,17.02.2024,32 Months,49874 km,398 km,"50,9 kWh",216,"7,7%","0,24%","0,04%",,,,,,,0.33,0.31,0.26,"-0,7% compared to average","0,0002%","4,06%","2,94%","7,00%"
19.02.2024 06:10:01,Standard Range 2023 / RWD / WLTP 455km / Y7CR,Model Y,Standard Range,2023,Germany,"19""",28.09.2023,BYD Blade 7C,"60,0 kWh",Prismatic,LFP,19.02.2024,5 Months,10536 km,408 km,"58,1 kWh",41,"3,1%",,,,,,,,,0.05,0.07,0.1,,,#N/A,#N/A,
19.02.2024 10:45:11,Standard Range 2024 / RWD / WLTP 455km / Y7CR,Model Y,Standard Range,2024,Germany,"19""",17.02.2024,BYD Blade 7C,"60,0 kWh",Prismatic,LFP,18.02.2024,0 Months,200 km,418 km,"59,6 kWh",1,"0,0%",,,,,,,,,0,0,0,,,#N/A,#N/A,
